type,hash,victim,recipient,token,symbol,amount,mantissa,value_wbtc,value_badger,value_digg,value_weth,value_usdt,value_cvx,value_cvxcrv,value_usd_2dec
stolen,0x951babdddbfbbba81bbbb7991a959d9815e80cc5d9418d10e692f41541029869,0x53461E4fddcC1385f1256Ae24ce3505Be664f249,0x4fbf7701b3078B5bed6F3e64dF3AE09650eE7DE5,0x4b92d19c11435614CD49Af1b589001b7c08cD4D5,byvWBTC,896.859875220000000000,89685987522,911.7624128,0,0,0,0,0,0,51904810.64
stolen,0xcc0903051732b6e92b439fff681e09d04a91b747ef7230d191cad02c0df9bf6e,0x7b2366996A64effE1aF089fA64e9cf4361FddC6e,0x0B88A083dc7b8aC2A84eBA02E4acb2e5f2d3063C,0xaE96fF08771a109dc6650a1BdCa62F2d558E40af,bibbtc/sbtcCRV-f,204.539433413030000000,204539433413030539153,206.6816444,0,0,0,0,0,0,11558382.91
stolen,0x2b3a0e24b59daef540f5ff579422bd8f66f748b2b85613e2592ff56ce82010f2,0x4aE958B4dE0e6f21d51e73625fb9D5E0C3B0985f,0x4fbf7701b3078B5bed6F3e64dF3AE09650eE7DE5,0xaE96fF08771a109dc6650a1BdCa62F2d558E40af,bibbtc/sbtcCRV-f,172.445055240571000000,172445055240571417888,174.2511309,0,0,0,0,0,0,9744751.637
stolen,0x5973ea352314dd079517e05c258ce8989e04d8d7859afa06de66ce5f05e0ff4e,0x564B1a055D9caaaFF7435dcE6B5F6E522b27dE7d,0x4fbf7701b3078B5bed6F3e64dF3AE09650eE7DE5,0xaE96fF08771a109dc6650a1BdCa62F2d558E40af,bibbtc/sbtcCRV-f,111.029961377265000000,111029961377265239943,112.1928159,0,0,0,0,0,0,6274226.862
stolen,0x960bf0f1edac5ca49f6faee49fa93f662cf0331fd1d8da8fbece1021e88028c0,0xeD5e679d74273Ca5C319DAc2229f2e87E20903Ea,0x4fbf7701b3078B5bed6F3e64dF3AE09650eE7DE5,0xaE96fF08771a109dc6650a1BdCa62F2d558E40af,bibbtc/sbtcCRV-f,61.421933700794700000,61421933700794716935,62.06522649,0,0,0,0,0,0,3470911.289
stolen,0x36ee80b32a4248c4f1ca70fc78989b3ffe0def0a6824cb8591aff8110170769c,0xd95aB69ca45EbF9d8b0b097D7A3817CE77cED518,0x4fbf7701b3078B5bed6F3e64dF3AE09650eE7DE5,0x8a8FFec8f4A0C8c9585Da95D9D97e8Cd6de273DE,bSlpIbbtcWbtc,0.000298481687238017,298481687238017,60.28533386,0,0,0,0,0,0,3391278.223
stolen,0xd7436c17f6511d1a239a37e4c90b49f991e05900ee53164c80ffbaa0b21a3d66,0xE5350E927B904FdB4d2AF55C566E269BB3df1941,0x4fbf7701b3078B5bed6F3e64dF3AE09650eE7DE5,0xaE96fF08771a109dc6650a1BdCa62F2d558E40af,bibbtc/sbtcCRV-f,37.638894888154800000,37638894888154842224,38.03309983,0,0,0,0,0,0,2126948.1
stolen,0x46bce4f9a67369af0470b9260e7ee1b41edc4df040451ff219877901ecaf20df,0x4718fc7E40092A9d5FC584699AEA1AA4c6f63D33,0x4fbf7701b3078B5bed6F3e64dF3AE09650eE7DE5,0xaE96fF08771a109dc6650a1BdCa62F2d558E40af,bibbtc/sbtcCRV-f,34.526118362559300000,34526118362559320045,34.88772214,0,0,0,0,0,0,1951047.236
stolen,0x2547df83880e4bdd101f8b6dde431bb930d3678fb570269e317a2389f282247d,0x73a6A002B9538F636FbfE6bfB8b7440b8b3A510E,0x4fbf7701b3078B5bed6F3e64dF3AE09650eE7DE5,0xaE96fF08771a109dc6650a1BdCa62F2d558E40af,bibbtc/sbtcCRV-f,30.106194553715500000,30106194553715526190,30.42150696,0,0,0,0,0,0,1701280.377
stolen,0xdfb1661349c1ef1307372ddddd4cdb7c910319b48f9bf50b878ec0245b74d6fd,0xEc4FcD1aCA723f8456999c5f5d7479Dbe9528c11,0x0B88A083dc7b8aC2A84eBA02E4acb2e5f2d3063C,0x19D97D8fA813EE2f51aD4B4e04EA08bAf4DFfC28,bBADGER,"55,721.795061367900000000",55721795061367972036608,0,68809.82446,0,0,0,0,0,1536523.378
stolen,0xedaa8e2033dd97b92db3225db9304944070c32e7361d892d5811305c39751d4a,0x6d0BBe84eBa47434a0004fc65797B87eF1C913b7,0x4fbf7701b3078B5bed6F3e64dF3AE09650eE7DE5,0xaE96fF08771a109dc6650a1BdCa62F2d558E40af,bibbtc/sbtcCRV-f,25.888764525421100000,25888764525421151356,26.15990636,0,0,0,0,0,0,1462956.303
stolen,0x6b2ca124165ac03e4877adb8d6aba8723ad0091cbcbcf0ab20370a1dfa5b6db4,0x7338afb07db145220849B04A45243956f20B14d9,0xa33B95ea28542Ada32117B60E4F5B4cB7D1Fc19B,0xaE96fF08771a109dc6650a1BdCa62F2d558E40af,bibbtc/sbtcCRV-f,24.574124356297800000,24574124356297821825,24.83149752,0,0,0,0,0,0,1388666.89
stolen,0x5e08f0192bbeb4e4f413ab94b413f47d3fe0baed597d24927bc987d18c048910,0x72b40Caa258c237c6F5947E291650808B913e9fC,0xEcD91D07b1b6B81d24F2a469de8e47E3fe3050fd,0x1862A18181346EBd9EdAf800804f89190DeF24a5,bSlpBadgerWbtc,0.003949995259385800,3949995259385807,13.39462848,28071.55892,0,0,0,0,0,1384212.095
stolen,0xbbd90f05093277f878e3a3995eb76335c5d86ee80a3f7b629af12d23699822ea,0xFc7e2b665062B127047171eBb5000d53880Bc88c,0x1B1b391D1026A4e3fB7F082ede068B25358a61F2,0x88128580ACdD9c04Ce47AFcE196875747bF2A9f6,bSlpDiggWbtc,0.000000006615523938,6615523938,12.56781116,0,11.67605537,0,0,0,0,1322835.724
stolen,0x6d4872d1b7fbc194f5cc3c17f5bddc2bcf6ca5b53476875968abaf46f6304974,0xaF297deC752c909092A117A932A8cA4AaaFF9795,0x0B88A083dc7b8aC2A84eBA02E4acb2e5f2d3063C,0x19D97D8fA813EE2f51aD4B4e04EA08bAf4DFfC28,bBADGER,"45,463.111102277600000000",45463111102277679269873,0,56141.56347,0,0,0,0,0,1253641.111
stolen,0x769e153bd410887be1986547dd8977dfaf185b204979a114613a8c20c74e91f1,0xee1F07F88934C2811E3DcAbdf438d975C3d62cd3,0x2eF1b70F195fd0432f9C36fB2eF7C99629B0398c,0xd04c48A53c111300aD41190D63681ed3dAd998eC,bcrvRenWSBTC,20.667204525632300000,20667204525632326589,21.17671641,0,0,0,0,0,0,1207888.999
stolen,0x8a9c2a05ba58823c28fb9bb259b7f67f7d8e502984b4addfc7ae486032c277b9,0xa669070D106E96CC2390523E9745B425a1b3a0E0,0x4fbf7701b3078B5bed6F3e64dF3AE09650eE7DE5,0xaE96fF08771a109dc6650a1BdCa62F2d558E40af,bibbtc/sbtcCRV-f,20.741277939123600000,20741277939123684990,20.95850839,0,0,0,0,0,0,1172075.371
stolen,0xd4a3475f9e6a145dca781b21fe51989af555bb90f0cf9b30e05819b0056139a3,0x4c46f9a3Da4F7F2911e29dae334ebCf09101a669,0xa33B95ea28542Ada32117B60E4F5B4cB7D1Fc19B,0xaE96fF08771a109dc6650a1BdCa62F2d558E40af,bibbtc/sbtcCRV-f,20.024878621921000000,20024878621921087651,20.23460598,0,0,0,0,0,0,1131592.138
stolen,0x4f300d92388f4de8160205ddb48fd45f6b479c60ab248500b4aaeb4439b2ed57,0xE107a20CE3836329a3C310E9A2DA812CFB177F72,0x1B1b391D1026A4e3fB7F082ede068B25358a61F2,0x88128580ACdD9c04Ce47AFcE196875747bF2A9f6,bSlpDiggWbtc,0.000000004866728514,4866728514,9.245545104,0,8.589522481,0,0,0,0,973147.7653
stolen,0x95f8a00668ee3fda5a7a1e6e1f0b611409a77dec845290bf9f34780a83b8fc45,0x1eccd61c9fa53a8D2e823A26cD72A7efD7D0E92e,0xEcD91D07b1b6B81d24F2a469de8e47E3fe3050fd,0xb9D076fDe463dbc9f915E5392F807315Bf940334,btbtc/sbtcCrv,13.897951836589600000,13897951836589632152,14.37122243,0,0,0,0,0,0,826995.3076
stolen,0xf87c1798b6b6cca927b5646b4c52f4e38e23e53afcfd99ae86658cac864ae272,0x7Fe978F80ed1830367Db86AdEFe305e58777B602,0xa33B95ea28542Ada32117B60E4F5B4cB7D1Fc19B,0xaE96fF08771a109dc6650a1BdCa62F2d558E40af,bibbtc/sbtcCRV-f,12.396446553101000000,12396446553101043505,12.52627875,0,0,0,0,0,0,700514.6809
stolen,0x922e142c390e00f9de00aa8f7c62264f89d683bd66d35a95da75f890c63cf10e,0x1D8D739912AAE17819618e6e33580284C16785A9,0x1B1b391D1026A4e3fB7F082ede068B25358a61F2,0xfd05D3C7fe2924020620A8bE4961bBaA747e6305,bveCVX,"25,130.919014305900000000",25130919014305942817371,0,0,0,0,0,25130.91901,0,650639.4933
stolen,0x52356f445dab835ad3e783b1a0ca464f5069651189fa19eb2f1916a757d07fd5,0xB64cAa9388ADE265084293E552632D624Df1F7c3,0x0B88A083dc7b8aC2A84eBA02E4acb2e5f2d3063C,0x4b92d19c11435614CD49Af1b589001b7c08cD4D5,byvWBTC,10.879848630000000000,1087984863,11.060632,0,0,0,0,0,0,629659.6587
stolen,0x9bd8415e5d89f5fe81690c11f23c05b5682fe2db4330eccf12804d693244b918,0xff4944F8809ec48d8aCc655ff83770cBd4C3A02a,0x2eF1b70F195fd0432f9C36fB2eF7C99629B0398c,0xd04c48A53c111300aD41190D63681ed3dAd998eC,bcrvRenWSBTC,10.754238865403400000,10754238865403457105,11.01936483,0,0,0,0,0,0,628528.4881
stolen,0xdd7632c17550122f3696378b6116c4bc0dd30033b67c35b41db01d84d43da731,0xC84350BcE9259D11f7518564520c9D3d6DDe3871,0x1B1b391D1026A4e3fB7F082ede068B25358a61F2,0x88128580ACdD9c04Ce47AFcE196875747bF2A9f6,bSlpDiggWbtc,0.000000002990325501,2990325501,5.680857113,0,5.277768843,0,0,0,0,597943.4789
stolen,0xce5457efb9d640e03e197a294feb0af1e49c78701dbae6cc9c08c97825b9ff66,0x0e61dae710688C22d8f6D0C3Fdd1735d27dDff8f,0xa33B95ea28542Ada32117B60E4F5B4cB7D1Fc19B,0xaE96fF08771a109dc6650a1BdCa62F2d558E40af,bibbtc/sbtcCRV-f,10.003055233698400000,10003055233698446120,10.10782063,0,0,0,0,0,0,565265.7812
stolen,0xd15ea3cfa09f4b766103e5b233e7fe029a0f744b470c9a6ca8075e7048c9c3bc,0xFaC01bF00180ff294915E840b4309B823b759F83,0x1B1b391D1026A4e3fB7F082ede068B25358a61F2,0x2B5455aac8d64C14786c3a29858E43b5945819C0,bcvxCRV,"93,581.999999999900000000",93582000000000000000000,0,0,0,0,0,0,117211.411,556754.2041
stolen,0x07a65b8cb5ded0b89fdd38d6fa79a970a5ca682050d7f4179862c0ac2aa3a4ec,0x592677809F71980a25836B326686e55B013108a1,0xa33B95ea28542Ada32117B60E4F5B4cB7D1Fc19B,0xaE96fF08771a109dc6650a1BdCa62F2d558E40af,bibbtc/sbtcCRV-f,9.704810907683320000,9704810907683322851,9.806452692,0,0,0,0,0,0,548412.1992
stolen,0xe4c43b891883ddfb9a7ca074a25c74776113c58034c96e75a0b7a2b68f54ae11,0xd2F2f6b0F48e7a12496D8C9f7A2C18e6b76e49e0,0xa33B95ea28542Ada32117B60E4F5B4cB7D1Fc19B,0xaE96fF08771a109dc6650a1BdCa62F2d558E40af,bibbtc/sbtcCRV-f,9.613994802550870000,9613994802550872755,9.714685439,0,0,0,0,0,0,543280.2434
stolen,0x3ba2c04f4b7b394bbe768fee59356afb6b74504326de12d14df5acf1f752206a,0xA41F3ACD3f6549D929674283C1C37b09B4EC27Ff,0x1B1b391D1026A4e3fB7F082ede068B25358a61F2,0xaE96fF08771a109dc6650a1BdCa62F2d558E40af,bibbtc/sbtcCRV-f,9.291601610294600000,9291601610294606094,9.388915713,0,0,0,0,0,0,525062.0256
stolen,0x4084a8f82b93d92eb934afd3d2e86dbc8f47799aaac8c2320728b6442b1eb793,0x0443180451b462bDC5E09Fc910712f10E90d8a62,0x4fbf7701b3078B5bed6F3e64dF3AE09650eE7DE5,0x937B8E917d0F36eDEBBA8E459C5FB16F3b315551,bbveCVX-CVX-f,"20,247.466265437400000000",20247466265437467240784,0,0,0,0,0,20247.46627,0,524406.8807
stolen,0x1eb6c169c1aff7c5e7b7e1b8116c6661e950455ff05e18058e274e393b24ed04,0xe649EDCB64ea6512A95b150dA18bfD20C84bC549,0xa33B95ea28542Ada32117B60E4F5B4cB7D1Fc19B,0xaE96fF08771a109dc6650a1BdCa62F2d558E40af,bibbtc/sbtcCRV-f,8.953185152846420000,8953185152846427392,9.046954905,0,0,0,0,0,0,505938.344
stolen,0x699035a3713a69856866c9dde37d03f5f880c6e57e02cd6f023e24ae0b340426,0xC610D02270c39a0581fE0137F5E93Ae5053D3c66,0x2eF1b70F195fd0432f9C36fB2eF7C99629B0398c,0x88128580ACdD9c04Ce47AFcE196875747bF2A9f6,bSlpDiggWbtc,0.000000002506356308,2506356308,4.761438865,0,4.423588411,0,0,0,0,501169.3241
stolen,0x60a22198341b06c79a4cf3ab4a1807e6969490e36c8a4856078062ad84847c5e,0x531A5Ef1f48834cbaADCffe8c4e7Dd0D51dB9EDF,0x0B88A083dc7b8aC2A84eBA02E4acb2e5f2d3063C,0x4b92d19c11435614CD49Af1b589001b7c08cD4D5,byvWBTC,8.232784960000000000,823278496,8.369583796,0,0,0,0,0,0,476463.6664
stolen,0xe42151b811ff73ee02da260047afdfe85420ac292864118c631bcae71fbc7ccc,0xD50f649a2c9fD7AE88C223DA80e985D71DE45593,0x1B1b391D1026A4e3fB7F082ede068B25358a61F2,0xfd05D3C7fe2924020620A8bE4961bBaA747e6305,bveCVX,"18,042.519867472100000000",18042519867472171485451,0,0,0,0,0,18042.51987,0,467120.8394
stolen,0xc075745220005b50d3966d01bbe86b89e1d9094d77bd5c2903e7bb18b5d3aeb3,0xf46a1F58CF4dfA84a34B7253C04B4B9fce3B5F73,0x2eF1b70F195fd0432f9C36fB2eF7C99629B0398c,0x19D97D8fA813EE2f51aD4B4e04EA08bAf4DFfC28,bBADGER,"16,009.841560510400000000",16009841560510462167277,0,19770.2602,0,0,0,0,0,441469.9099
stolen,0xfe2dbcf129a9f3915307763b4a494ed9e7283ec5993be66a743b7a6a4bfa3665,0x42929deB1c01e8B2D1466C5572E517B4456e4AC2,0xa33B95ea28542Ada32117B60E4F5B4cB7D1Fc19B,0xaE96fF08771a109dc6650a1BdCa62F2d558E40af,bibbtc/sbtcCRV-f,7.567506647980910000,7567506647980920272,7.646763718,0,0,0,0,0,0,427634.6033
stolen,0x39654073a14cce8d32f5ae1fdedd1b57b83d5ab755c8badb040208b1a3ce9c0e,0x6314Ec8d6bCB8cE2344eB462610ac21692a81f79,0xa33B95ea28542Ada32117B60E4F5B4cB7D1Fc19B,0xaE96fF08771a109dc6650a1BdCa62F2d558E40af,bibbtc/sbtcCRV-f,7.441420644278050000,7441420644278053775,7.519357173,0,0,0,0,0,0,420509.5699
stolen,0x6e09d0903deff27db1e7815eb8694517307f1cd8ba89168b431c1e98dc6a4ec6,0x6c0Cf880cB20EefabFB09341Fba9e2Bd29ad3DFA,0x1B1b391D1026A4e3fB7F082ede068B25358a61F2,0x7e7E112A68d8D2E221E11047a72fFC1065c38e1a,bDIGG,42.925705431563400000,42925705431563449805,0,0,8.00478248,0,0,0,0,419113.3797
stolen,0xa766811171de075e778bfe81ddd58123e9e057c22b776fbcb974288a0a435f8c,0x0b0E1670e2a5cfb56898760403C912402c9e597a,0xa33B95ea28542Ada32117B60E4F5B4cB7D1Fc19B,0xaE96fF08771a109dc6650a1BdCa62F2d558E40af,bibbtc/sbtcCRV-f,7.379081237419160000,7379081237419164995,7.456364864,0,0,0,0,0,0,416986.8128
stolen,0x821184f4e8426a16880a5df88787b989ee6cd651a64f4b278dfc7b8cde67ed7a,0xaEBCc707edac413af8782c5bB1A29A6B2d904719,0xa33B95ea28542Ada32117B60E4F5B4cB7D1Fc19B,0xaE96fF08771a109dc6650a1BdCa62F2d558E40af,bibbtc/sbtcCRV-f,6.225941666557680000,6225941666557680820,6.29114807,0,0,0,0,0,0,351823.6876
stolen,0x6705ebd0a9b52ae81463a8f23e2c43d704404c60d2a8b7f2dd443e98a554616f,0xFdbBfB0Fe2986672af97Eca0e797D76A0bbF35c9,0x1B1b391D1026A4e3fB7F082ede068B25358a61F2,0x7e7E112A68d8D2E221E11047a72fFC1065c38e1a,bDIGG,34.825707264821100000,34825707264821192567,0,0,6.494295401,0,0,0,0,340027.49
stolen,0xcde7c75a458b63db1c12d37511d4457f40bc715c5b70d878cef698aa307f93b6,0xA77d0868A5604D3B525Cd323cA4cB04D6d11F279,0xa33B95ea28542Ada32117B60E4F5B4cB7D1Fc19B,0xaE96fF08771a109dc6650a1BdCa62F2d558E40af,bibbtc/sbtcCRV-f,5.920255291867810000,5920255291867811609,5.982260138,0,0,0,0,0,0,334549.5605
stolen,0xdd9828dc5784b2ce6382de0efa1d6a2e5bd1a17a5f29f33eeac73cc13cb26ac5,0xCba1A275e2D858EcffaF7a87F606f74B719a8A93,0xa33B95ea28542Ada32117B60E4F5B4cB7D1Fc19B,0xaE96fF08771a109dc6650a1BdCa62F2d558E40af,bibbtc/sbtcCRV-f,5.866742849997310000,5866742849997313728,5.928187242,0,0,0,0,0,0,331525.6092
stolen,0x0ff10963790339b23f35e90ef1950f19dde44d68c421a204408f42d30dcabf0b,0x604eB5D4126E3318EC27721Bd5059307684F5C89,0x2eF1b70F195fd0432f9C36fB2eF7C99629B0398c,0x27E98fC7d05f54E544d16F58C194C2D7ba71e3B5,bcrv3crypto,168.645701159400000000,168645701159400465582,1.925983765,0,0,24.10481205,109620.9202,0,0,327232.461
stolen,0x7136d56ecb527c6bc0cd2635959690643eba30c1e1db7f28d892c19afb2f54cb,0x7df6C4aA3144d6f5335f49bF8383f3deE6ca7334,0xa33B95ea28542Ada32117B60E4F5B4cB7D1Fc19B,0xaE96fF08771a109dc6650a1BdCa62F2d558E40af,bibbtc/sbtcCRV-f,5.714287306549010000,5714287306549011118,5.77413498,0,0,0,0,0,0,322910.4511
stolen,0x164f4f46f84c84260ef1ac2676e8c9e673741dbc6c19b3b6e4de9a23b2ca6812,0x82d8d99955e38239d865A9dd0D44EF5DD06bA99c,0xa33B95ea28542Ada32117B60E4F5B4cB7D1Fc19B,0xaE96fF08771a109dc6650a1BdCa62F2d558E40af,bibbtc/sbtcCRV-f,5.530949684810240000,5530949684810244503,5.588877201,0,0,0,0,0,0,312550.168
stolen,0x805157d9546c4671aa0b630ed442fb8ec7ba5b1308b10149efb3336839a21cdc,0x22866c5c7F2b5475Cff41465C53aA813b4c22B13,0x1B1b391D1026A4e3fB7F082ede068B25358a61F2,0x88128580ACdD9c04Ce47AFcE196875747bF2A9f6,bSlpDiggWbtc,0.000000001521814783,1521814783,2.891060632,0,2.685923871,0,0,0,0,304301.062
stolen,0x4670742557a34b6794fd7b64d53b087ed77ec32d250d99b959cdd382bcad0c1a,0xF2B8C142Edcf2f3Cc22665cCE863a7C9A3E9F156,0xe06eD65924dB2e7b4c83E07079A424C8a36701E5,0x599D92B453C010b1050d31C364f6ee17E819f193,bimBTC,49.749983579281600000,49749983579281601374,49.92405628,0,0,0,0,0,0,293442.809
stolen,0x33dbfefb1e6d40bbbe0c05f5683720f81cc4c7cc3141e848f5c5d72c3a96b4e8,0x349Fa05334c0A0eDc9D34aCf088F8b85C87ED9b7,0xa33B95ea28542Ada32117B60E4F5B4cB7D1Fc19B,0xaE96fF08771a109dc6650a1BdCa62F2d558E40af,bibbtc/sbtcCRV-f,5.158581994618700000,5158581994618703354,5.212609578,0,0,0,0,0,0,291507.9256
stolen,0x023093af072c64cd44d4a2bbe90447170b25073887fea77089a2513fb4dd25a7,0x87885AaEEdED51C7e3858a782644F5d89759f245,0xa33B95ea28542Ada32117B60E4F5B4cB7D1Fc19B,0xaE96fF08771a109dc6650a1BdCa62F2d558E40af,bibbtc/sbtcCRV-f,5.063053965051200000,5063053965051206539,5.116081051,0,0,0,0,0,0,286109.7023
stolen,0x0ea48916c337db6b7016db998e4b2205de73c541046cbff9999bb3c2e956fae6,0x097790D228a564CBC7012F082CbCbc28288397BD,0x0B88A083dc7b8aC2A84eBA02E4acb2e5f2d3063C,0x4b92d19c11435614CD49Af1b589001b7c08cD4D5,byvWBTC,4.920219020000000000,492021902,5.001975101,0,0,0,0,0,0,284752.4386
stolen,0x1606e3ed285173647e5225eed5efbaed5c26a7ccb2688bf91eee3bd4bdce77dd,0xB5cC3308C8E0F12fCCCa72e0fA3C8C20518c11e7,0x1B1b391D1026A4e3fB7F082ede068B25358a61F2,0xfd05D3C7fe2924020620A8bE4961bBaA747e6305,bveCVX,"10,868.760170822800000000",10868760170822880349784,0,0,0,0,0,10868.76017,0,281392.2008
stolen,0xcaa484ae2c31b172016a88aa3252db1dc7a89ab67b8b82203643bba33458fb72,0x465b357Bbac5F6f3BC78669Db6980f9Eaa21D0C2,0xa33B95ea28542Ada32117B60E4F5B4cB7D1Fc19B,0xaE96fF08771a109dc6650a1BdCa62F2d558E40af,bibbtc/sbtcCRV-f,4.710446232207500000,4710446232207502435,4.759780337,0,0,0,0,0,0,266184.0815
stolen,0xd989d47da5352400492598fdbfb33309d6b1f60574c4c3b7adb6fb1928fb1547,0x7Ed7888f3bF70ED07f94Fd7381D39476928331F7,0x1B1b391D1026A4e3fB7F082ede068B25358a61F2,0xfd05D3C7fe2924020620A8bE4961bBaA747e6305,bveCVX,"10,171.240584610900000000",10171240584610973064056,0,0,0,0,0,10171.24058,0,263333.4187
stolen,0xdb4dfdeeff4058ecd2617042180eb03cb25078ab8081ed46365349918733f816,0xb3F09f6D5D1d22579383e56123B7C360F343e255,0xa33B95ea28542Ada32117B60E4F5B4cB7D1Fc19B,0xaE96fF08771a109dc6650a1BdCa62F2d558E40af,bibbtc/sbtcCRV-f,4.503261036494610000,4503261036494615355,4.55042522,0,0,0,0,0,0,254476.1883
stolen,0xb179121b991df3b7e91e1432d5cc962f987520d042bfc4b9acc541d4650d2d54,0x26A22514d3Ac0B05E2F4f04dF96EF302ba434cBE,0x1B1b391D1026A4e3fB7F082ede068B25358a61F2,0x2B5455aac8d64C14786c3a29858E43b5945819C0,bcvxCRV,"42,537.289425938100000000",42537289425938194048052,0,0,0,0,0,0,53277.93501,253070.1921
stolen,0x7eced280e330a2f6ad08dc89ae438dfc6ee11367339cce48b016ad8e98b4ed46,0xC255E0a1Be0A4B7B8Bf5EBE8d0Aba162CF75bae2,0xEcD91D07b1b6B81d24F2a469de8e47E3fe3050fd,0x1862A18181346EBd9EdAf800804f89190DeF24a5,bSlpBadgerWbtc,0.000718292677040534,718292677040534,2.435765848,5104.713774,0,0,0,0,0,251714.0771
stolen,0xa2097d50e2ee497e5e4f3551958e87f38f4af08719703ce52e3cb499f32a6c5c,0xB1C120957a5b5C45A15fd6e5E17f5A2B70bF49d0,0x4fbf7701b3078B5bed6F3e64dF3AE09650eE7DE5,0x758A43EE2BFf8230eeb784879CdcFF4828F2544D,bSlpWbtcEth,0.000003072023078334,3072023078334,2.12803678,0,0,26.55771576,0,0,0,242348.1457
